St. Lucia,LCA,Caribbean,0.3779999999999999,0.368,0.281,0.315,0.309,0.321,0.039310426875,0.029,0.025099999999999997
St. Vincent and the Grenadines,VCT,Caribbean,0.408,0.301,0.298,0.297,0.315,0.346,0.0269040718125,0.018500000000000003,0.017099999999999997
Sudan,SDN,SUB-SAHARAN AFRICA,0.066,0.0559999999999999,0.051,0.054,0.044,0.024,0.01449771675,0.008,0.0091
Suriname,SUR,SOUTH AMERICA,0.07,0.072,0.154,0.091,0.073,0.072,0.065241236896,0.016,0.0101
Sweden,SWE,WESTERN EUROPE,0.1369999999999999,0.133,0.12,0.11,0.102,0.104,0.141191358389376,0.348,0.2871
Switzerland,CHE,WESTERN EUROPE,0.174,0.161,0.15,0.125,0.123,0.136,0.2355346469999999,0.234,0.2291
Syrian Arab Republic,SYR,Near East,0.186,0.081,0.115,0.074,0.067,0.078,0.1647564313333333,0.1995,0.19635
"Taiwan, China",TWN,Asia (Ex. Near East),0.144,0.141,0.123,0.109,0.119,0.1169999999999999,0.09397821566666664,0.165,0.1636
Tajikistan,TJK,CIS (FORMER USSR),0.067,0.076,0.0819999999999999,0.068,0.064,0.063,0.0232,0.1305,0.13085
Tanzania,TZA,SUB-SAHARAN AFRICA,0.166,0.1669999999999999,0.151,0.136,0.126,0.126,0.0690403805699999,0.096,0.0981
Thailand,THA,ASIA (EX. NEAR EAST),0.171,0.1669999999999999,0.15,0.126,0.126,0.1369999999999999,0.10743255864,0.121,0.1121
Timor-Leste,TLS,ASIA (EX. NEAR EAST),0.2189999999999999,0.235,0.24,0.24,0.215,0.2339999999999999,0.085,0.157,0.1496
Togo,TGO,SUB-SAHARAN AFRICA,0.214,0.217,0.198,0.184,0.17,0.176,0.143958864,0.193,0.1871
Tonga,TON,OCEANIA,0.522,0.416,0.332,0.3989999999999999,0.385,0.362,0.35375193,0.1225,0.1196
Trinidad and Tobago,TTO,CARIBBEAN,0.072,0.072,0.072,0.073,0.067,0.066,0.0530537039999999,0.052,0.0521
Tunisia,TUN,NORTHERN AFRICA,0.1009999999999999,0.104,0.096,0.09,0.0969999999999999,0.077,0.0610158207999999,0.068,0.0671
Turkey,TUR,NEAR EAST,0.142,0.14,0.142,0.121,0.1009999999999999,0.089,0.0709137247,0.073,0.0771
Uganda,UGA,SUB-SAHARAN AFRICA,0.193,0.209,0.2269999999999999,0.165,0.171,0.1689999999999999,0.1259492145,0.164,0.1631
Ukraine,UKR,CIS (FORMER USSR),0.125,0.136,0.091,0.069,0.071,0.064,0.057331326,0.039,0.0391
United Arab Emirates,ARE,NEAR EAST,0.106,0.1169999999999999,0.122,0.123,0.11,0.109,0.07661416098,0.079,0.0811
United Kingdom,GBR,WESTERN EUROPE,0.15,0.156,0.155,0.161,0.172,0.177,0.250823855,0.421,0.4711
United States,USA,NORTHERN AMERICA,0.152,0.153,0.1639999999999999,0.166,0.171,0.181,0.109147,0.18,0.1751
Uruguay,URY,SOUTH AMERICA,0.21,0.1939999999999999,0.1889999999999999,0.176,0.1689999999999999,0.1669999999999999,0.193189725,0.25,0.2431
Uzbekistan,UZB,CIS (FORMER USSR),0.064,0.062,0.065,0.068,0.057,0.052,0.02733506285,0.026,0.0261
Vanuatu,VUT,OCEANIA,0.497,0.411,0.3379999999999999,0.351,0.436,0.382,0.59144805,0.044,0.04376666666666667
"Venezuela, RB",VEN,South America,9.547,8.207,10.38,7.046,6.539,1.238,0.3362395857,0.062,0.06143333333333334
Vietnam,VNM,ASIA (EX. NEAR EAST),0.12,0.1159999999999999,0.1159999999999999,0.12,0.123,0.125,0.0810311214,0.08,0.0791
West Bank and Gaza,PSE,Near East,0.182,0.16,0.158,0.157,0.171,0.176,0.07253741426666667,0.063,0.0621
"Yemen, Rep.",YEM,Near East,0.096,0.10400000000000001,0.098,0.10200000000000001,0.10900000000000001,0.11099999999999999,0.06404370713333334,0.046,0.0451
Zambia,ZMB,SUB-SAHARAN AFRICA,0.045,0.048,0.038,0.047,0.047,0.046,0.05555,0.029,0.0281
Zimbabwe,ZWE,SUB-SAHARAN AFRICA,0.125,0.105,0.125,0.121,0.119,0.124,0.02055672,0.015,0.0051
