Kenya,KEN,0.231,0.21600000000000003,0.17600000000000002,0.20199999999999999,0.215,0.217,SUB-SAHARAN AFRICA,0.160649488634,0.1721,0.156
Kiribati,KIR,0.562,0.522,0.462,0.424,0.39399999999999996,0.413,OCEANIA,0.284846,,
"Korea, Rep.",KOR,0.1,0.10099999999999999,0.09,0.087,0.085,0.114,,,,
Kosovo,XKX,0.15,0.163,0.135,0.128,0.121,0.095,,,,
Kuwait,KWT,0.006999999999999999,0.006999999999999999,0.008,0.006999999999999999,0.008,0.006999999999999999,NEAR EAST,0.033,0.0291,0.029
Kyrgyz Republic,KGZ,0.031,0.042,0.038,0.034,0.028999999999999998,0.036000000000000004,,,,
Lao PDR,LAO,0.105,0.11,0.113,0.11,0.129,0.132,,,,
Latvia,LVA,0.201,0.16399999999999998,0.152,0.07400000000000001,0.099,0.114,BALTICS,0.1541732025,0.2951,0.317
Lebanon,LBN,0.132,0.133,0.132,0.133,0.132,0.13,NEAR EAST,0.057963446088,0.0021,0.001
Lesotho,LSO,0.157,0.158,0.13,0.109,0.139,0.139,SUB-SAHARAN AFRICA,0.08094321442404998,0.0921,0.092
Liberia,LBR,0.514,0.556,0.556,0.556,0.39,0.39,SUB-SAHARAN AFRICA,0.2992,,
Libya,LBY,0.149,0.182,0.175,0.14400000000000002,0.11599999999999999,0.126,NORTHERN AFRICA,0.0065005416,0.0041,0.01
Liechtenstein,LIE,,,,,0.09300000000000001,0.095,WESTERN EUROPE,0.227643858,0.2731,0.29
Lithuania,LTU,0.204,0.12300000000000001,0.107,0.091,0.083,0.095,BALTICS,0.17329414999999998,0.3601,0.502
Luxembourg,LUX,0.155,0.14300000000000002,0.127,0.113,0.106,0.121,WESTERN EUROPE,0.1514352,0.2391,0.24
Madagascar,MDG,0.158,0.15,0.131,0.142,0.157,0.113,SUB-SAHARAN AFRICA,0.1374635,0.1361,0.13
Malawi,MWI,0.142,0.121,0.171,0.133,0.115,0.172,SUB-SAHARAN AFRICA,0.09239263314,0.1091,0.109
Malaysia,MYS,0.168,0.154,0.14300000000000002,0.129,0.11599999999999999,0.12,ASIA (EX. NEAR EAST),0.06960011699999999,0.0491,0.048
Maldives,MDV,0.418,0.33299999999999996,0.273,0.434,0.449,0.39399999999999996,ASIA (EX. NEAR EAST),0.161854675,0.1431,0.15
Mali,MLI,0.158,0.163,0.153,0.139,0.136,0.142,SUB-SAHARAN AFRICA,0.37475062993200003,0.2121,0.218
Malta,MLT,0.266,0.268,0.17600000000000002,0.179,0.17,0.19,WESTERN EUROPE,0.18106872499999999,0.1421,0.146
Marshall Islands,MHL,0.49700000000000005,0.406,0.406,0.40399999999999997,0.391,0.406,OCEANIA,0.346,,
Mauritania,MRT,0.212,0.209,0.213,0.195,0.177,0.17600000000000002,NORTHERN AFRICA,0.127904,,
Mauritius,MUS,0.266,0.22899999999999998,0.21600000000000003,0.203,0.196,0.205,SUB-SAHARAN AFRICA,0.10749515622000001,0.1311,0.132
Mexico,MEX,0.165,0.13699999999999998,0.068,0.071,0.115,0.165,CENTRAL AMERICA,0.05230568388,0.0971,0.104
"Micronesia, Fed. Sts.",FSM,0.56,0.44,0.35100000000000003,0.38799999999999996,0.37799999999999995,0.414,,,,
Moldova,MDA,0.111,0.10300000000000001,0.105,0.09,0.08800000000000001,0.085,EASTERN EUROPE,0.08530745,0.1151,0.147
Mongolia,MNG,0.069,0.076,0.069,0.063,0.059000000000000004,0.055999999999999994,ASIA (EX. NEAR EAST),0.0407906422,,
Montenegro,MNE,0.099,0.096,0.133,0.125,0.133,0.141,EASTERN EUROPE,0.1162806,,
Morocco,MAR,0.11599999999999999,0.13,0.128,0.128,0.12300000000000001,0.124,NORTHERN AFRICA,0.13073076958152,0.1131,0.117
Mozambique,MOZ,0.071,0.07,0.085,0.08900000000000001,0.10400000000000001,0.096,SUB-SAHARAN AFRICA,0.10380809790000001,0.1271,0.127
Myanmar,MMR,0.125,0.13,0.1,0.09300000000000001,0.083,0.081,ASIA (EX. NEAR EAST),0.050256207000000004,,
Namibia,NAM,0.185,0.18100000000000002,0.17300000000000001,0.153,0.135,0.151,SUB-SAHARAN AFRICA,0.10016605165050002,0.1351,0.109
Nepal,NPL,0.129,0.114,0.10400000000000001,0.133,0.114,0.12,ASIA (EX. NEAR EAST),0.079165685,0.0441,0.044
Netherlands,NLD,0.12,0.11699999999999999,0.11599999999999999,0.10800000000000001,0.106,0.14400000000000002,,,0.3411,0.491
New Zealand,NZL,0.138,0.14300000000000002,0.132,0.122,0.115,0.12,OCEANIA,0.15313641,0.1881,0.191
Nicaragua,NIC,0.361,0.359,0.332,0.332,0.337,0.33399999999999996,CENTRAL AMERICA,0.21293227275118876,0.1731,0.174
Niger,NER,0.255,0.252,0.23600000000000002,0.221,0.193,0.213,SUB-SAHARAN AFRICA,0.11717223252000002,,
Nigeria,NGA,0.158,0.259,0.201,0.168,0.136,0.11900000000000001,SUB-SAHARAN AFRICA,0.13905315842385,0.0491,0.03
North Macedonia,MKD,0.184,0.182,0.17,0.134,0.128,0.155,,,0.1011,0.117
Norway,NOR,0.09699999999999999,0.129,0.113,0.10099999999999999,0.1,0.10099999999999999,WESTERN EUROPE,0.09295531871923077,0.1331,0.129
Oman,OMN,0.053,0.053,0.059000000000000004,0.053,0.051,0.06,NEAR EAST,0.05195474,0.0261,0.026
Pakistan,PAK,0.20800000000000002,0.193,0.19,0.188,0.187,0.217,ASIA (EX. NEAR EAST),0.08147308667400001,0.0371,0.046
Palau,PLW,0.41200000000000003,0.265,0.257,0.261,0.311,0.321,OCEANIA,0.27,,
Panama,PAN,0.247,0.242,0.249,0.212,0.188,0.254,CENTRAL AMERICA,0.14942810036,0.1761,0.18
Papua New Guinea,PNG,0.44299999999999995,0.401,0.35700000000000004,0.315,0.303,0.289,OCEANIA,0.19739376144799997,,
Paraguay,PRY,0.067,0.065,0.062,0.071,0.065,0.066,SOUTH AMERICA,0.05354902305,0.0551,0.056
Peru,PER,0.142,0.145,0.132,0.122,0.171,0.195,SOUTH AMERICA,0.07988128827,0.2251,0.242
Philippines,PHL,0.2,0.19399999999999998,0.17600000000000002,0.177,0.16399999999999998,0.18100000000000002,ASIA (EX. NEAR EAST),0.16537356216000001,0.1841,0.176
Poland,POL,0.14300000000000002,0.152,0.151,0.141,0.132,0.13699999999999998,EASTERN EUROPE,0.0696804708,0.1781,0.194
Portugal,PRT,0.27699999999999997,0.29600000000000004,0.183,0.174,0.252,0.222,WESTERN EUROPE,0.20081727224999998,0.2661,0.295
Puerto Rico,PRI,0.292,0.24,0.245,0.245,0.245,0.243,CARIBBEAN,0.04944,,
Qatar,QAT,0.033,0.035,0.048,0.040999999999999995,0.04,0.037000000000000005,NEAR EAST,0.035704474,0.0321,0.033
Romania,ROU,0.091,0.087,0.085,0.08,0.059000000000000004,0.092,EASTERN EUROPE,0.134339705656,0.1721,0.176
Russian Federation,RUS,0.12,0.11199999999999999,0.098,0.078,0.08199999999999999,0.084,CIS (FORMER USSR),0.049982,,
Rwanda,RWA,0.195,0.188,0.179,0.16399999999999998,0.139,0.13699999999999998,SUB-SAHARAN AFRICA,0.20564000000000002,0.2361,0.223
Samoa,WSM,0.41200000000000003,0.413,0.371,0.36700000000000005,0.391,0.385,OCEANIA,0.29210980000000003,,
San Marino,SMR,0.163,0.16399999999999998,0.13699999999999998,0.13699999999999998,0.138,0.155,WESTERN EUROPE,0.14602679999999998,,
São Tomé and Principe,STP,0.35100000000000003,0.35700000000000004,0.318,0.179,0.17,0.183,,,,
Saudi Arabia,SAU,0.062,0.063,0.09,0.085,0.076,0.07400000000000001,NEAR EAST,0.06077554320000001,0.0481,0.048
Senegal,SEN,0.231,0.226,0.213,0.177,0.17300000000000001,0.182,SUB-SAHARAN AFRICA,0.17928019956000002,0.1671,0.172
Serbia,SRB,0.163,0.156,0.068,0.066,0.073,0.107,EASTERN EUROPE,0.06140788963200001,0.0921,0.105
Seychelles,SYC,0.359,0.371,0.285,0.31,0.311,0.321,SUB-SAHARAN AFRICA,0.23488396950000004,,
Sierra Leone,SLE,0.303,0.32299999999999995,0.259,0.24100000000000002,0.204,0.18,SUB-SAHARAN AFRICA,0.165440656,0.0821,0.081
Singapore,SGP,0.168,0.113,0.081,0.1,0.102,0.055,ASIA (EX. NEAR EAST),0.19533885866999998,0.2221,0.238
Slovak Republic,SVK,0.161,0.155,0.14300000000000002,0.129,0.11599999999999999,0.156,,,,
Slovenia,SVN,0.133,0.139,0.147,0.138,0.146,0.266,EASTERN EUROPE,0.17273077499999998,0.2681,0.295
Solomon Islands,SLB,0.987,0.9990000000000001,0.96,0.679,0.674,0.716,OCEANIA,0.69192,,
Somalia,SOM,,,,,,,SUB-SAHARAN AFRICA,0.41200000000000003,,
South Africa,ZAF,0.099,0.09300000000000001,0.154,0.151,0.14800000000000002,0.161,SUB-SAHARAN AFRICA,0.076212245492,0.1511,0.151
South Sudan,SSD,0.22,,,,,,,,,
Spain,ESP,0.231,0.251,0.159,0.191,0.248,0.26,WESTERN EUROPE,0.199339939057875,0.3661,0.371
Sri Lanka,LKA,0.242,0.203,0.201,0.201,0.16899999999999998,0.17300000000000001,ASIA (EX. NEAR EAST),0.06412313700000001,0.0411,0.05
St. Kitts and Nevis,KNA,0.401,0.304,0.297,0.3,0.297,0.306,,,,
St. Lucia,LCA,0.37799999999999995,0.368,0.281,0.315,0.309,0.321,,,,
St. Vincent and the Grenadines,VCT,0.408,0.301,0.298,0.297,0.315,0.34600000000000003,,,,
Sudan,SDN,0.066,0.055999999999999994,0.051,0.054000000000000006,0.044000000000000004,0.024,SUB-SAHARAN AFRICA,0.01449771675,0.0091,0.008
Suriname,SUR,0.07,0.07200000000000001,0.154,0.091,0.073,0.07200000000000001,SOUTH AMERICA,0.065241236896,0.0101,0.016
Sweden,SWE,0.13699999999999998,0.133,0.12,0.11,0.102,0.10400000000000001,WESTERN EUROPE,0.141191358389376,0.2871,0.348
Switzerland,CHE,0.174,0.161,0.15,0.125,0.12300000000000001,0.136,WESTERN EUROPE,0.23553464699999996,0.2291,0.234
Syrian Arab Republic,SYR,0.18600000000000003,0.081,0.115,0.07400000000000001,0.067,0.078,,,,
"Taiwan, China",TWN,0.14400000000000002,0.141,0.12300000000000001,0.109,0.11900000000000001,0.11699999999999999,,,,
Tajikistan,TJK,0.067,0.076,0.08199999999999999,0.068,0.064,0.063,CIS (FORMER USSR),0.0232,,
Tanzania,TZA,0.166,0.16699999999999998,0.151,0.136,0.126,0.126,SUB-SAHARAN AFRICA,0.06904038056999999,0.0981,0.096
Thailand,THA,0.171,0.16699999999999998,0.15,0.126,0.126,0.13699999999999998,ASIA (EX. NEAR EAST),0.10743255864000001,0.1121,0.121
Timor-Leste,TLS,0.21899999999999997,0.235,0.24,0.24,0.215,0.23399999999999999,ASIA (EX. NEAR EAST),0.085,,
Togo,TGO,0.214,0.217,0.198,0.184,0.17,0.17600000000000002,SUB-SAHARAN AFRICA,0.14395886400000002,0.1871,0.193
Tonga,TON,0.522,0.41600000000000004,0.332,0.39899999999999997,0.385,0.36200000000000004,OCEANIA,0.35375193,,
Trinidad and Tobago,TTO,0.07200000000000001,0.07200000000000001,0.07200000000000001,0.073,0.067,0.066,CARIBBEAN,0.05305370399999999,0.0521,0.052
Tunisia,TUN,0.10099999999999999,0.10400000000000001,0.096,0.09,0.09699999999999999,0.077,NORTHERN AFRICA,0.061015820799999995,0.0671,0.068
Turkey,TUR,0.142,0.14,0.142,0.121,0.10099999999999999,0.08900000000000001,NEAR EAST,0.0709137247,0.0771,0.073
Uganda,UGA,0.193,0.209,0.22699999999999998,0.165,0.171,0.16899999999999998,SUB-SAHARAN AFRICA,0.1259492145,0.1631,0.164
Ukraine,UKR,0.125,0.136,0.091,0.069,0.071,0.064,CIS (FORMER USSR),0.057331326,0.0391,0.039
United Arab Emirates,ARE,0.106,0.11699999999999999,0.122,0.12300000000000001,0.11,0.109,NEAR EAST,0.07661416098,0.0811,0.079
United Kingdom,GBR,0.15,0.156,0.155,0.161,0.172,0.177,WESTERN EUROPE,0.250823855,0.4711,0.421
United States,USA,0.152,0.153,0.16399999999999998,0.166,0.171,0.18100000000000002,NORTHERN AMERICA,0.109147,0.1751,0.18
Uruguay,URY,0.21,0.19399999999999998,0.18899999999999997,0.17600000000000002,0.16899999999999998,0.16699999999999998,SOUTH AMERICA,0.193189725,0.2431,0.25
Uzbekistan,UZB,0.064,0.062,0.065,0.068,0.057,0.052000000000000005,CIS (FORMER USSR),0.02733506285,0.0261,0.026
Vanuatu,VUT,0.49700000000000005,0.41100000000000003,0.33799999999999997,0.35100000000000003,0.436,0.382,OCEANIA,0.59144805,,
"Venezuela, RB",VEN,9.547,8.207,10.38,7.046,6.539,1.238,,,,
Vietnam,VNM,0.12,0.11599999999999999,0.11599999999999999,0.12,0.12300000000000001,0.125,ASIA (EX. NEAR EAST),0.0810311214,0.0791,0.08
West Bank and Gaza,PSE,0.182,0.16,0.158,0.157,0.171,0.17600000000000002,,,,
"Yemen, Rep.",YEM,0.096,,,,,,,,,
Zambia,ZMB,0.045,0.048,0.038,0.047,0.047,0.046,SUB-SAHARAN AFRICA,0.05555,0.0281,0.029
Zimbabwe,ZWE,0.125,0.105,0.125,0.121,0.11900000000000001,0.124,SUB-SAHARAN AFRICA,0.02055672,0.0051,0.015
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
