Country Name,Country Code,2014,2015,2016,2017,2018,2019,Continental region,2021,2023,2022
Afghanistan,AFG,0.233,0.22,0.209,0.18600000000000003,0.17600000000000002,0.18,ASIA (EX. NEAR EAST),0.0649694375,0.0421,0.043
Albania,ALB,0.095,0.102,0.096,0.091,0.087,0.094,EASTERN EUROPE,0.1158748752,0.1051,0.116
Algeria,DZA,0.027000000000000003,0.027000000000000003,0.03,0.026000000000000002,0.022000000000000002,0.021,NORTHERN AFRICA,0.032792467964223,0.0391,0.039
Angola,AGO,0.047,0.046,0.08800000000000001,0.06,0.046,0.037000000000000005,SUB-SAHARAN AFRICA,0.012712721778479999,0.0231,0.016
Antigua and Barbuda,ATG,0.507,0.445,0.442,0.43200000000000005,0.43700000000000006,0.449,CARIBBEAN,0.36706073279999996,,
Argentina,ARG,0.094,0.07,0.08800000000000001,0.106,0.155,0.10800000000000001,SOUTH AMERICA,0.05266914520587703,0.0331,0.032
Armenia,ARM,0.08,0.083,0.091,0.08,0.076,0.077,CIS (FORMER USSR),0.07199604587999998,0.1031,0.104
Australia,AUS,0.222,0.214,0.193,0.172,0.231,0.204,OCEANIA,0.17183334949999998,0.2151,0.238
Austria,AUT,0.11599999999999999,0.113,0.095,0.08900000000000001,0.098,0.102,WESTERN EUROPE,0.19633618749999998,0.4621,0.502
Azerbaijan,AZE,0.076,0.076,0.059000000000000004,0.061,0.054000000000000006,0.048,CIS (FORMER USSR),0.05058823493999999,0.0471,0.047
"Bahamas, The",BHS,0.39899999999999997,0.39399999999999996,0.239,0.27699999999999997,0.276,0.285,,,,
Bahrain,BHR,0.042,0.043,0.053,0.051,0.048,0.06,NEAR EAST,0.0445587912,0.0481,0.048
Bangladesh,BGD,0.09300000000000001,0.09,0.09300000000000001,0.092,0.092,0.09699999999999999,ASIA (EX. NEAR EAST),0.080443512,0.0541,0.052
Barbados,BRB,0.309,0.22,0.182,0.245,0.258,0.266,CARIBBEAN,0.33196659460348193,0.3301,0.273
Belarus,BLR,0.146,0.20199999999999999,0.23800000000000002,0.171,0.11699999999999999,0.147,CIS (FORMER USSR),0.0685152,0.0921,0.091
Belgium,BEL,0.195,0.192,0.16899999999999998,0.16699999999999998,0.158,0.16699999999999998,WESTERN EUROPE,0.24360898375000004,0.4441,0.524
Belize,BLZ,0.226,0.223,0.195,0.19399999999999998,0.195,0.226,CENTRAL AMERICA,0.193553061,0.2171,0.218
Benin,BEN,0.23199999999999998,0.231,0.228,0.207,0.196,0.207,SUB-SAHARAN AFRICA,0.19537274400000001,,
Bhutan,BTN,0.046,0.05,0.057,0.055,0.054000000000000006,0.059000000000000004,ASIA (EX. NEAR EAST),0.03573420880000001,0.0151,0.016
Bolivia,BOL,0.14,0.152,0.17800000000000002,0.18100000000000002,0.17,0.175,SOUTH AMERICA,0.10898937804424777,,
Bosnia and Herzegovina,BIH,0.13699999999999998,0.14,0.11800000000000001,0.136,0.162,0.11599999999999999,EASTERN EUROPE,0.08549410997275199,0.0961,0.101
Botswana,BWA,0.157,0.14,0.11800000000000001,0.132,0.14400000000000002,0.163,SUB-SAHARAN AFRICA,0.0964093432148,0.0951,0.096
Brazil,BRA,0.12300000000000001,0.157,0.182,0.154,0.163,0.175,SOUTH AMERICA,0.09927370372962749,0.1971,0.175
Brunei Darussalam,BRN,0.06,0.057,0.053,0.052000000000000005,0.052000000000000005,0.05,ASIA (EX. NEAR EAST),0.058469872,,
Bulgaria,BGR,0.1,0.128,0.09699999999999999,0.09,0.124,0.107,EASTERN EUROPE,0.1243915773065,0.1301,0.14
Burkina Faso,BFA,0.294,0.28800000000000003,0.264,0.242,0.22899999999999998,0.23800000000000002,SUB-SAHARAN AFRICA,0.21840616224,0.2001,0.206
Burundi,BDI,0.11699999999999999,0.113,0.113,0.111,0.157,0.17300000000000001,SUB-SAHARAN AFRICA,0.17161484332199997,,
Cabo Verde,CPV,0.35,0.35200000000000004,0.325,0.251,0.289,0.263,,,,
Cambodia,KHM,0.191,0.187,0.17800000000000002,0.175,0.18,0.182,ASIA (EX. NEAR EAST),0.13390663079999998,0.1501,0.148
Cameroon,CMR,0.223,0.218,0.157,0.171,0.141,0.17,SUB-SAHARAN AFRICA,0.135976854,0.0811,0.083
Canada,CAN,0.129,0.126,0.155,0.142,0.133,0.12300000000000001,NORTHERN AMERICA,0.12439539628256999,0.1121,0.121
Central African Republic,CAF,0.12,0.111,0.11,0.102,0.098,0.105,SUB-SAHARAN AFRICA,0.1432486669376,,
Chad,TCD,0.257,0.254,0.247,0.23199999999999998,0.205,0.212,SUB-SAHARAN AFRICA,0.173843826,,
Chile,CHL,0.098,0.10099999999999999,0.105,0.099,0.09699999999999999,0.102,SOUTH AMERICA,0.15073087576275,0.1731,0.194
China,CHN,0.14300000000000002,0.145,0.14300000000000002,0.154,0.155,0.146,ASIA (EX. NEAR EAST),0.084266052598,0.0791,0.078
Colombia,COL,0.14400000000000002,0.14300000000000002,0.15,0.14400000000000002,0.132,0.19899999999999998,SOUTH AMERICA,0.139301281017612,0.1371,0.167
Comoros,COM,0.32899999999999996,0.326,0.27899999999999997,0.27399999999999997,0.268,0.281,SUB-SAHARAN AFRICA,0.30545492544,,
"Congo, Dem. Rep.",COD,0.115,0.11699999999999999,0.1,0.1,0.1,0.1,,,,
"Congo, Rep.",COG,0.111,0.111,0.124,0.106,0.08199999999999999,0.081,,,,
Costa Rica,CRI,0.252,0.257,0.245,0.146,0.14400000000000002,0.14400000000000002,CENTRAL AMERICA,0.110078408,0.1551,0.161
Côte d'Ivoire,CIV,0.121,0.126,0.139,0.12,0.11800000000000001,0.126,SUB-SAHARAN AFRICA,0.10274207020000001,,
Croatia,HRV,0.184,0.184,0.162,0.171,0.17600000000000002,0.168,EASTERN EUROPE,0.09855171667599999,,
Cyprus,CYP,0.254,0.2,0.187,0.175,0.149,0.191,NEAR EAST,0.20787946801312499,0.2701,0.382
Czech Republic,CZE,0.177,0.153,0.138,0.121,0.121,0.138,EASTERN EUROPE,0.130453810608,0.3651,0.453
Denmark,DNK,0.147,0.145,0.225,0.214,0.203,0.242,WESTERN EUROPE,0.350000112,0.5291,0.579
Djibouti,DJI,0.228,0.228,0.26,0.26,0.255,0.262,SUB-SAHARAN AFRICA,0.2886144384,,
Dominica,DMA,0.465,0.365,0.33399999999999996,0.35200000000000004,0.345,0.368,CARIBBEAN,0.2322343673625,,
Dominican Republic,DOM,0.25,0.245,0.22,0.213,0.204,0.201,CARIBBEAN,0.22785480270000005,0.1231,0.124
Ecuador,ECU,0.079,0.099,0.107,0.125,0.11699999999999999,0.11900000000000001,SOUTH AMERICA,0.105,0.0961,0.096
"Egypt, Arab Rep.",EGY,0.10800000000000001,0.115,0.109,0.121,0.08,0.09699999999999999,,,,
El Salvador,SLV,0.213,0.192,0.14,0.158,0.16699999999999998,0.195,CENTRAL AMERICA,0.22871426,0.2441,0.24
Equatorial Guinea,GNQ,0.22,0.22699999999999998,0.233,0.214,0.17,0.174,SUB-SAHARAN AFRICA,0.15835279200000002,,
Eritrea,ERI,0.21899999999999997,,,,,,,,,
Estonia,EST,0.11199999999999999,0.114,0.105,0.099,0.085,0.10300000000000001,BALTICS,0.12545685199999998,0.3191,0.393
Eswatini,SWZ,0.20600000000000002,0.2,0.136,0.15,0.162,0.165,SUB-SAHARAN AFRICA,0.1112064160308,0.0951,0.098
Ethiopia,ETH,0.047,0.047,0.044000000000000004,0.040999999999999995,0.039,0.036000000000000004,SUB-SAHARAN AFRICA,0.0346560843875,0.0061,0.006
Fiji,FJI,0.247,0.24,0.222,0.21100000000000002,0.203,0.218,OCEANIA,0.1437135450366,,
Finland,FIN,0.16399999999999998,0.14300000000000002,0.127,0.11800000000000001,0.113,0.133,WESTERN EUROPE,0.13761809009999998,0.2351,0.456
France,FRA,0.142,0.14300000000000002,0.145,0.136,0.13,0.136,WESTERN EUROPE,0.173181475,0.2141,0.218
Gabon,GAB,0.222,0.226,0.212,0.19399999999999998,0.18899999999999997,0.191,SUB-SAHARAN AFRICA,0.18284489524,0.1991,0.205
"Gambia, The",GMB,0.29,0.254,0.237,0.21100000000000002,0.2,0.20199999999999999,,,,
Georgia,GEO,0.08199999999999999,0.079,0.098,0.07400000000000001,0.065,0.066,CIS (FORMER USSR),0.08843327755077002,0.0761,0.077
Germany,DEU,0.292,0.285,0.266,0.33799999999999997,0.322,0.256,WESTERN EUROPE,0.32270119999999997,0.5201,0.557
Ghana,GHA,0.271,0.254,0.193,0.245,0.222,0.23600000000000002,SUB-SAHARAN AFRICA,0.125185526076787,0.0291,0.033
Greece,GRC,0.141,0.156,0.222,0.207,0.195,0.204,EASTERN EUROPE,0.16743662745,0.1981,0.273
Grenada,GRD,0.39799999999999996,0.298,0.239,0.27699999999999997,0.276,0.309,CARIBBEAN,0.29146546293000003,,
Guatemala,GTM,0.214,0.166,0.142,0.12300000000000001,0.19399999999999998,0.201,CENTRAL AMERICA,0.1644259587264,0.2711,0.281
Guinea,GIN,0.172,0.17,0.16399999999999998,0.209,0.196,0.203,SUB-SAHARAN AFRICA,0.03272042284884,,
Guinea-Bissau,GNB,0.331,0.312,0.276,0.26899999999999996,0.249,0.273,SUB-SAHARAN AFRICA,0.32282775251999996,,
Guyana,GUY,0.322,0.293,0.301,0.289,0.3,0.32799999999999996,SOUTH AMERICA,0.2369683432806,,
Haiti,HTI,0.368,0.35700000000000004,0.305,0.262,0.22699999999999998,0.21100000000000002,CARIBBEAN,0.2654557752,,
Honduras,HND,0.245,0.196,0.172,0.21100000000000002,0.172,0.20800000000000002,CENTRAL AMERICA,0.1563278633487575,0.2311,0.231
"Hong Kong, China",HKG,0.153,0.155,0.15,0.151,0.154,0.161,,,,
Hungary,HUN,0.153,0.163,0.251,0.23399999999999999,0.17600000000000002,0.18,EASTERN EUROPE,0.10031214869,0.1051,0.115
Iceland,ISL,0.08900000000000001,0.08900000000000001,0.08800000000000001,0.094,0.1,0.122,WESTERN EUROPE,0.155792377264,0.1371,0.15
India,IND,0.22899999999999998,0.22,0.20600000000000002,0.17600000000000002,0.17,0.182,ASIA (EX. NEAR EAST),0.09191847370687499,0.0731,0.074
Indonesia,IDN,0.142,0.13699999999999998,0.111,0.11199999999999999,0.107,0.109,ASIA (EX. NEAR EAST),0.1006551384,0.0951,0.096
"Iran, Islamic Rep.",IRN,0.1,0.081,0.062,0.057999999999999996,0.053,0.052000000000000005,,,,
Iraq,IRQ,0.079,0.079,0.14300000000000002,0.12,0.095,0.085,NEAR EAST,0.03937007865,0.0131,0.015
Ireland,IRL,0.24100000000000002,0.23399999999999999,0.214,0.20600000000000002,0.19699999999999998,0.19,WESTERN EUROPE,0.21250504999999997,0.3301,0.426
Israel,ISR,0.142,0.14300000000000002,0.139,0.126,0.11900000000000001,0.11800000000000001,NEAR EAST,0.136237197265,0.1591,0.16
Italy,ITA,0.255,0.23800000000000002,0.21600000000000003,0.20199999999999999,0.193,0.168,WESTERN EUROPE,0.20091867975,0.4611,0.579
Jamaica,JAM,0.41600000000000004,0.28,0.205,0.233,0.223,0.264,CARIBBEAN,0.25041347819459997,0.3301,0.325
Japan,JPN,0.29100000000000004,0.259,0.226,0.217,0.18600000000000003,0.212,ASIA (EX. NEAR EAST),0.210753358,0.2461,0.247
Jordan,JOR,0.228,0.245,0.245,0.23800000000000002,0.239,0.24600000000000002,NEAR EAST,0.16079187,0.1001,0.09
Kazakhstan,KAZ,0.098,0.091,0.098,0.06,0.05,0.044000000000000004,CIS (FORMER USSR),0.039316910904320004,0.0451,0.045
